# Lines not beginning with # have the following format: Gene name <tab> family origin <tab> gene history string <tab> locusIsland <tab> initialFamily <tab> originFamily <tab> locusFamily <tab> locFamMRCA <tab> gene description.
########### Begin contig
  0_S_marcescens_Db11-SMDB11_RS23860			11227	6882	11021	11227	S_marcescens_Db11	thrL - thr operon leader peptide
  1_S_marcescens_Db11-SMDB11_RS00005			2524	650	2419	2524	s0	thrA - bifunctional aspartate kinase/homoserine dehydrogenase I
  2_S_marcescens_Db11-SMDB11_RS00010			3104	1116	2988	3104	s0	thrB - homoserine kinase
  3_S_marcescens_Db11-SMDB11_RS00015			3105	1117	2989	3105	s0	thrC - threonine synthase
  4_S_marcescens_Db11-SMDB11_RS00020			3106	1118	2990	3106	s0	yaaA - peroxide stress protein YaaA
  5_S_marcescens_Db11-SMDB11_RS00025			2076	365	1984	2076	s0	sodium:alanine symporter family protein
  6_S_marcescens_Db11-SMDB11_RS00030			976	112	937	976	s0	tal - transaldolase
  7_S_marcescens_Db11-SMDB11_RS00035			2658	768	2552	2658	s0	mog - molybdopterin adenylyltransferase
  8_S_marcescens_Db11-SMDB11_RS00040			5262	2723	5090	5262	s0	MFS transporter
  9_S_marcescens_Db11-SMDB11_RS00045			3107	1119	2991	3107	s0	satP - acetate uptake transporter
  10_S_marcescens_Db11-SMDB11_RS00050			2390	546	2290	2390	s0	dnaK - molecular chaperone DnaK
  11_S_marcescens_Db11-SMDB11_RS00055			2835	917	2725	2835	s0	dnaJ - molecular chaperone DnaJ
  12_S_marcescens_Db11-SMDB11_RS00060			2980	1021	2868	2980	s0	nhaA - Na+/H+ antiporter NhaA
  13_S_marcescens_Db11-SMDB11_RS00065			4433	2253	4295	4433	s0	nhaR - transcriptional activator NhaR
  14_S_marcescens_Db11-SMDB11_RS00070			3108	1120	2992	3108	s0	rpsT - 30S ribosomal protein S20
  15_S_marcescens_Db11-SMDB11_RS00075			3109	1121	2993	3109	s0	ribF - bifunctional riboflavin kinase/FAD synthetase
  16_S_marcescens_Db11-SMDB11_RS00080			2527	653	2422	2527	s0	ileS - isoleucine--tRNA ligase
  17_S_marcescens_Db11-SMDB11_RS00085			2981	1022	2869	2981	s1	lspA - signal peptidase II
  18_S_marcescens_Db11-SMDB11_RS00090			2660	770	2554	2660	s0	fkpB - FKBP-type peptidyl-prolyl cis-trans isomerase
  19_S_marcescens_Db11-SMDB11_RS00095			3110	1122	2994	3110	s0	ispH - 4-hydroxy-3-methylbut-2-enyl diphosphate reductase
  20_S_marcescens_Db11-SMDB11_RS00100			11200	6855	10994	11200	S_marcescens_Db11	LysR family transcriptional regulator
  21_S_marcescens_Db11-SMDB11_RS00105			11228	6883	11022	11228	S_marcescens_Db11	isocyanide synthase family protein
  22_S_marcescens_Db11-SMDB11_RS00110			11229	6884	11023	11229	S_marcescens_Db11	TauD/TfdA family dioxygenase
  23_S_marcescens_Db11-SMDB11_RS00115			11230	6885	11024	11230	S_marcescens_Db11	glycosyltransferase
  24_S_marcescens_Db11-SMDB11_RS00120			3111	1123	2995	3111	s0	dapB - 4-hydroxy-tetrahydrodipicolinate reductase
  25_S_marcescens_Db11-SMDB11_RS00125			3112	1124	2996	3112	s1	carA - glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
  26_S_marcescens_Db11-SMDB11_RS00130			3113	1125	2997	3113	s0	carB - carbamoyl-phosphate synthase large subunit
  27_S_marcescens_Db11-SMDB11_RS00135			694	73	670	694	s0	kefF - glutathione-regulated potassium-efflux system oxidoreductase KefF
  28_S_marcescens_Db11-SMDB11_RS00140			1117	143	1069	1117	s0	kefC - glutathione-regulated potassium-efflux system protein KefC
  29_S_marcescens_Db11-SMDB11_RS00145			9325	4980	9119	9325	S_marcescens_Db11	LysE family translocator
  30_S_marcescens_Db11-SMDB11_RS00150			4911	2518	4758	4911	S_marcescens_Db11	threonine/serine exporter ThrE family protein
  31_S_marcescens_Db11-SMDB11_RS00155			3115	1126	2999	3115	S_marcescens_Db11	threonine/serine exporter
  32_S_marcescens_Db11-SMDB11_RS00160			2982	1023	2870	2982	s0	folA - type 3 dihydrofolate reductase
  33_S_marcescens_Db11-SMDB11_RS00165			8212	4292	8006	8212	S_marcescens_Db11	PhoX family phosphatase
  34_S_marcescens_Db11-SMDB11_RS00170			2662	772	2556	2662	s0	apaH - bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH
  35_S_marcescens_Db11-SMDB11_RS00175			3116	1127	3000	3116	s0	apaG - Co2+/Mg2+ efflux protein ApaG
  36_S_marcescens_Db11-SMDB11_RS00180			3117	1128	3001	3117	s0	rsmA - 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA
  37_S_marcescens_Db11-SMDB11_RS00185			2666	774	2560	2666	s0	pdxA - 4-hydroxythreonine-4-phosphate dehydrogenase PdxA
  38_S_marcescens_Db11-SMDB11_RS00190			3118	1129	3002	3118	s0	surA - peptidylprolyl isomerase SurA
  39_S_marcescens_Db11-SMDB11_RS00195			3119	1130	3003	3119	s0	lptD - LPS assembly protein LptD
  40_S_marcescens_Db11-SMDB11_RS00200			3120	1131	3004	3120	s0	djlA - co-chaperone DjlA
  41_S_marcescens_Db11-SMDB11_RS00205			2394	550	2294	2394	s0	rluA - bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA
  42_S_marcescens_Db11-SMDB11_RS00210			3121	1132	3005	3121	s0	rapA - RNA polymerase-associated protein RapA
  43_S_marcescens_Db11-SMDB11_RS00215			3122	1133	3006	3122	s0	DNA polymerase II
  44_S_marcescens_Db11-SMDB11_RS00220			2344	513	2244	2344	S_marcescens_Db11	DedA family protein
  45_S_marcescens_Db11-SMDB11_RS00225			3125	1134	3009	3125	S_marcescens_Db11	ilvN - acetolactate synthase small subunit
  46_S_marcescens_Db11-SMDB11_RS00230			443	42	427	443	S_marcescens_Db11	ilvB - acetolactate synthase large subunit
  47_S_marcescens_Db11-SMDB11_RS24570			11231	6886	11025	11231	S_marcescens_Db11	ivbL - ilvB operon leader peptide IvbL
  48_S_marcescens_Db11-SMDB11_RS00235			4406	2232	4268	4406	s0	thiQ - thiamine ABC transporter ATP-binding protein ThiQ
  49_S_marcescens_Db11-SMDB11_RS00240			3126	1135	3010	3126	s0	thiP - thiamine/thiamine pyrophosphate ABC transporter permease ThiP
  50_S_marcescens_Db11-SMDB11_RS00245			2322	495	2222	2322	s1	thiamine ABC transporter substrate binding subunit
  51_S_marcescens_Db11-SMDB11_RS00250			2597	720	2491	2597	s0	sgrR - HTH-type transcriptional regulator SgrR
  52_S_marcescens_Db11-SMDB11_RS23870			11232	6887	11026	11232	S_marcescens_Db11	sgrT - glucose uptake inhibitor SgrT
  53_S_marcescens_Db11-SMDB11_RS00255			1173	155	1123	1173	s0	sugar efflux transporter
  54_S_marcescens_Db11-SMDB11_RS00260			9824	5479	9618	9824	S_marcescens_Db11	DASS family sodium-coupled anion symporter
  55_S_marcescens_Db11-SMDB11_RS00265			2927	986	2816	2927	s0	leuD - 3-isopropylmalate dehydratase small subunit
  56_S_marcescens_Db11-SMDB11_RS00270			2426	579	2326	2426	s1	leuC - 3-isopropylmalate dehydratase large subunit
  57_S_marcescens_Db11-SMDB11_RS00275			2503	632	2398	2503	s0	leuB - 3-isopropylmalate dehydrogenase
  58_S_marcescens_Db11-SMDB11_RS00280			2887	964	2777	2887	s0	leuA - 2-isopropylmalate synthase
  59_S_marcescens_Db11-SMDB11_RS24575			11233	6888	11027	11233	S_marcescens_Db11	leuL - leu operon leader peptide
  60_S_marcescens_Db11-SMDB11_RS00285			4435	2255	4297	4435	s0	leuO - transcriptional regulator LeuO
  61_S_marcescens_Db11-SMDB11_RS00290			9284	4939	9078	9284	S_marcescens_Db11	long-chain fatty acid--CoA ligase
